NCBI Gene ID	Human NCBI Gene ID	PValue	logFC
100334375	1620	0.020653693	0.516024347
100334396		0.047789959	-1.110503303
100334422		1.0	-0.073377394
100334453	3746	0.757859157	0.137013633
100334480		0.988223044	-0.00683005
100334495		0.080431559	1.204889592
100334518		0.326336084	-0.509063727
100334559		0.552978117	-0.656050072
100334579		1.0	0.226570838
100334605	9896	0.19854903	-0.284436768
100334619		0.463235713	0.146501996
100334642		0.474064887	-0.242563463
100334661		0.819048742	-0.079573645
100334689	2899	0.062334605	0.741332775
100334705		0.941720532	-0.093739761
100334727		0.574516314	-0.451259806
100334731		0.067500569	-0.308979106
100334756		0.062878636	0.314038208
100334776	221692	0.000628206	-0.772290383
100334794		0.207203398	-0.535817849
100334815		0.991028416	0.012646483
100334830		0.47272496	0.187573565
100334848		0.269262619	-0.32853174
100334869		0.491021031	0.413101459
100334879	4135	3.64e-06	1.303126551
100334893		0.692798315	-0.090376271
100334923		0.973598384	-0.033538997
100334933		1.0	1.712047791
100334953	4690	0.956450503	0.017111977
100334962		0.56088815	0.401110367
100334992		0.7147966	-0.173299886
100359398	6049	0.002487236	-0.682500654
100415794		0.26218279	0.85784952
100422734	64398	0.221585814	0.186177582
100463515	50509	0.377910762	-0.237810029
100498669	59350	0.462611813	0.320673331
100499533	3694	0.57872179	0.116241506
100526652	5801	0.164266322	-0.163181405
100526688	5789	0.591532446	-0.133743205
100529086	5368	0.151419741	0.318877065
100533983	256364	0.203594765	-0.24460861
100534672		0.598569728	0.336625335
100534694		1.0	2.297609843
100534715		0.175277467	0.668270223
100534733		0.909032787	-0.062196372
100534752	6566	0.890790023	-0.059397028
100534765		0.3794527	0.792694186
100534776	51284	0.951690395	0.079304905
100534787		0.406561446	0.647369525
100534809		0.880838993	0.163909458
100534832		0.052004779	-0.436556334
100534853		0.253812304	0.394748323
100534884		0.566610399	0.146094268
100534908		0.557808149	0.32469142
100534921		0.170873343	0.491636087
100534940		0.45001337	0.460185577
100534965		0.009507093	0.601570865
100534988		0.288241322	0.914851139
100535009	389658	0.579908105	-0.294894268
100535048	152405	0.481409109	0.197699966
100535067		0.851373991	-0.058363203
100535087		0.760757742	-0.142032763
100535105		0.003937635	-0.313254534
100535123		0.069437661	-1.374875377
100535146		0.840363011	0.198614794
100535160		1.0	0.248496613
100535184	84166	0.689198423	0.241292919
100535203		0.708118147	-0.229455311
100535231	54989	0.050560096	-0.214708049
100535246		0.027363096	1.206442751
100535304	7957	0.932264894	-0.059288371
100535316		0.560607004	0.454811041
100535350		0.285624503	-0.195235929
100535364		0.286017228	0.572298203
100535386	23005	0.037801387	0.921655834
100535410		0.082987651	-1.475855211
100535423		0.323745588	0.886945614
100535451		2e-05	-0.571284382
100535460		0.309606934	-0.232770225
100535472		0.017680551	0.53850333
100535492		0.47734435	-0.43844924
100535504		0.902266461	-0.035914834
100535515		0.569386523	-0.258675292
100535543		0.27857269	-1.435163331
100535574		0.702869712	-0.61678024
100535592		0.055471763	-1.168245817
100535615		0.000196839	0.832457414
100535634	79837	0.985667909	0.018075644
100535654		1.0	1.797610908
100535676		0.346562368	-0.517743298
100535692	26290	0.900893029	0.087600081
100535716		0.734141211	0.093034075
100535743		0.700387178	-0.514331461
100535762	23031	0.5041718589999999	0.0893326
100535766	7423	0.955062305	0.036144873
100535806		0.516040409	0.48475325
100535819		0.00125778	-1.2641327
100535845		0.585199991	-0.512501642
100535857		0.607407996	-0.365747359
100535882		0.034248755	0.772568818
100535903	8764	0.526983608	0.335522177
100535918		0.205299083	1.215648882
100535938	170392	0.711511454	0.26422259
100535969		0.593138349	-0.415842205
100536024		0.35124825	-0.281841696
100536045		0.820883617	0.225821339
100536065		0.432365181	0.178319038
100536083		0.170046248	1.244297931
100536119		0.292452627	-0.452381752
100536137		0.322117571	0.613322823
100536156		0.035933179	0.855538191
100536174		0.490215429	-0.351440241
100536189		0.082466095	0.522130657
100536264		0.862174014	-0.122451843
100536291		0.331658339	1.097432278
100536325	143570	0.378750952	0.517075447
100536352	9875	0.369382546	-0.152471121
100536360		0.027701917	0.55306132
100536415		0.07558656	0.51132649
100536464		0.730685551	-0.300535841
100536500		1.0	-1.279148427
100536515	9553	0.985889637	-0.006462761
100536535		0.946497451	-0.019966926
100536567		0.411323369	0.469802028
100536580		0.215820708	-0.798264005
100536595		0.137164391	-0.175156267
100536608		0.752814116	-0.14432164
100536649		0.982237919	-0.039629277
100536662		0.678690381	0.172153001
100536670		0.043700835	0.774432839
100536677		0.168890982	-1.236698139
100536705	3682	0.793495965	0.363070276
100536716		0.160456722	0.717574963
100536746		0.960675589	-0.077576231
100536767	57169	0.026541621	0.650666586
100536789		0.527770743	-0.750335129
100536810	284114	0.496572242	-0.116164207
100536830		0.446714071	0.184465815
100536841		0.54856313	0.163996042
100536873		0.659014625	0.530779827
100536894		0.318636905	-0.346519342
100536902	4046	0.09735461	-0.257910063
100536913		0.631400922	0.187069049
100536923		0.754061885	-0.106326134
100536949		0.844374531	0.240016782
100536977		0.327394486	0.227027307
100536997		0.955294457	-0.016714864
100537012	10458	0.79672914	0.131326336
100537031	90668	0.38626103	0.209395652
100537060		0.940077187	0.047988693
100537082		0.634046952	0.129278512
100537098		0.010300446	-0.398452723
100537117		0.735408422	-0.179196902
100537130		0.518601588	0.584943482
100537160	7984	0.281628489	0.192058146
100537196	79109	0.028897623	-0.284128117
100537244	4633	0.670456238	-0.260120784
100537265		0.013113101	-0.69144243
100537284		0.042657042	0.970190341
100537300	148479	0.10429249	0.331423553
100537321		0.736657063	0.258183771
100537347	54532	0.75326536	0.092234744
100537369		0.347486672	0.293124944
100537384		0.118088434	-0.220741303
100537394	4299	0.417523514	-0.433988365
100537418	201191	0.405912942	0.245530397
100537435	8139	0.013220601	0.670318257
100537442		0.030163606	0.907506334
100537452		0.421525644	0.436055803
100537501		0.788418157	0.353312885
100537523		0.883868078	-0.086624639
100537539	57462	0.508416008	-0.080464903
100537552	96764	0.469009531	-0.171068198
100537560	84182	0.066110871	-0.341164924
100537580		0.682037452	-0.160043887
100537594		0.240979361	0.666592448
100537622		0.948652848	0.064631201
100537642	57348	0.649863523	-0.127448145
100537679		0.303472454	-0.312199371
100537702		0.553076591	-0.576431145
100537716		0.032050658	0.424683584
100537724		0.808657244	0.094223443
100537765		0.866066989	0.100670567
100537787		0.211934265	-1.191900179
100537796		1.0	0.05579605
100537816		0.232254842	1.381016449
100537840		0.014572545	4.157240662
100537857		0.476379428	0.448046035
100537876	151636	0.484575035	0.467386861
100537897		0.9220426	0.065333266
100537916	2861	0.130140317	0.386593373
100537934	9907	0.050907537	-0.532107649
100537961		0.244684009	-0.190382844
100537976		0.996581607	0.00209861
100538001	10936	0.610660699	-0.095817973
100538016		0.066939791	0.623921241
100538037		0.896851145	0.117175387
100538044		0.965477978	-0.022764013
100538061		0.244330263	-0.206719049
100538090		0.267826231	0.971894815
100538108	5328	0.322532643	-0.450367551
100538121		0.00176258	-0.534281201
100538160		0.717770565	-0.157753512
100538170		0.048893208	1.537933648
100538180	9095	0.524323745	0.621624807
100538209		0.907350116	0.124435934
100538219		0.119791485	0.344490227
100538248		0.925085265	-0.064026543
100538282		0.014365517	1.624773723
100538306		0.214585627	0.1359531
100538330	146713	0.376614996	0.135187858
100538337		0.498447433	-0.302763336
100856806	79095	0.901375894	0.04254982
100884133		0.462932699	-0.702832157
100884142	9786	0.78111145	0.065813478
100884153		0.978347508	-0.02340827
100913078	23149	0.803503013	-0.073477229
101175706		0.043313094	0.382892414
101448000	5069	0.113837702	0.684314266
101882011	9610	0.952030317	-0.050938373
101882020		0.278899437	1.180135062
101882034		1.0	1.919842197
101882049		0.739422899	-0.047575547
101882064		0.444479321	0.465202345
101882071		0.024104955	0.923315802
101882092		0.505470477	0.479163136
101882107		0.024139472	1.906140885
101882119		0.184107492	0.798450319
101882140		0.604972235	-0.179706972
101882153		0.820414863	-0.133222812
101882181		0.790989302	0.132121976
101882195		0.779183441	-0.069340223
101882215	201266	0.962210443	-0.024896626
101882238		0.347374058	0.368523515
101882255		0.382468951	0.210663129
101882267		0.913805774	0.046464837
101882293		0.000244882	-0.473038452
101882308		0.178567803	0.759864546
101882338		0.732587315	0.093299797
101882348		0.612529753	0.961342619
101882360		0.027836271	1.467332326
101882375		0.064316461	2.6259112
101882400		0.248211152	0.628951594
101882427	90113	0.356558999	-0.436925914
101882450		0.107858353	0.3642734
101882461		0.583180697	-0.151398992
101882475		0.488683826	0.233888354
101882493		0.416011826	0.598285443
101882511		0.38980433	-0.348830309
101882537	286262	0.09125544	0.261583502
101882544		0.476259197	0.318215634
101882555		0.706356384	0.526120485
101882564		0.004219302	1.887112569
101882579		0.550381919	-0.427403559
101882598		0.617274315	0.503394954
101882620		1.0	0.162215051
101882637		0.199270572	1.933215738
101882642		0.851110674	-0.233625994
101882660	976	0.596654126	-0.364380615
101882676		0.106026249	2.287664575
101882695		0.014565107	-0.648788254
101882721		0.00157026	-0.691798609
101882744		1.0	0.954772185
101882767		0.725057163	-0.355425524
101882779		0.378450594	-0.500193893
101882793		0.712599067	-0.356942676
101882809		0.712461792	-0.232220017
101882832		0.557808149	0.183269245
101882841		0.001652663	-0.459901502
101882857		0.955294457	-0.039301213
101882866		0.085291986	0.657794866
101882890		0.955294457	0.049566489
101882903		1.0	-0.727372935
101882925	56288	0.024535652	0.87276481
101882947		0.706155394	0.101409773
101882962		0.442712882	-0.363285323
101882987	219285	0.240739279	1.396767447
101883013		0.703308817	0.117940019
101883026	79858	0.553728804	0.51289818
101883059		0.293694938	-0.737399232
101883071		0.33625068	0.228812848
101883084		0.327981759	0.641132495
101883106		0.018122657	1.950839587
101883127		0.985889637	0.010431841
101883138	146325	0.044087062	-0.866020706
101883151		0.469920895	-0.194345873
101883160		0.408116178	-0.708937045
101883186		0.829738931	0.140858361
101883213		0.617413756	-0.288215552
101883230		0.754861813	-0.292853757
101883245		0.062886299	-0.355825447
101883267		0.759801634	0.245450206
101883276		1.0	-0.951716843
101883298		0.158183944	0.384817749
101883319		0.908617217	0.051197786
101883325		0.406859313	0.185590058
101883339		0.043313094	-1.335302986
101883345		0.003927325	1.393200778
101883360	112885	0.000242837	1.565486699
101883379		0.379741717	0.327521894
101883396		0.711647895	-0.117843999
101883422		0.629777835	0.590007661
101883439		0.446593847	-0.640790766
101883455	81796	0.000410787	-0.758906541
101883461		0.004188867	0.474438421
101883477		0.905960279	-0.109164709
101883491		0.965753063	0.020213707
101883510		0.164123515	-0.642624051
101883524		0.797953146	0.108828405
101883538		0.810984382	0.155051469
101883575	51161	0.554497427	-0.14729802
101883589		0.958097322	-0.031940206
101883600		0.446291684	0.374529893
101883622		0.777571411	0.049473173
101883648		0.901852603	-0.141577029
101883658		0.019881907	-0.558817512
101883674		0.000995293	0.697546421
101883688		0.853703814	-0.193356794
101883694		0.217603375	0.930206754
101883708		0.097541145	0.681157535
101883726		0.152888976	0.545826825
101883754		0.577094589	-0.302629658
101883783		0.013782446	-0.475987457
101883804		0.954929774	-0.066754799
101883815		0.171941983	0.23402559
101883836		1.0	1.336207209
101883855		0.57422958	-0.197544164
101883881		0.690661861	-0.208764745
101883911		0.371460743	-0.729171494
101883924		0.889270679	0.066362105
101883939		0.815569789	0.042813221
101883956		0.854481872	-0.174677964
101883966		0.229930054	-0.506687445
101883977		0.299138312	1.105502707
101883993		0.067419425	0.713086425
101884003		0.283221725	0.429740515
101884025		0.011205173	1.601375348
101884046		0.76083074	-0.139283624
101884065		0.080431559	1.581186627
101884078		0.081187371	-0.476505211
101884100		0.780901978	0.158106665
101884113		0.451363826	0.260998817
101884126		0.96907898	0.029755247
101884144	152273	0.407678133	0.314274252
101884161		0.000166346	1.195577754
101884180		0.13416764	-0.533911448
101884191		0.052324833	0.442465924
101884201	63939	0.488565586	-0.240138521
101884206		0.496184637	-0.352655097
101884217		0.876431423	-0.083402136
101884233		0.023641236	-0.394268267
101884241		0.946516508	-0.028772963
101884258		0.803386755	0.132404203
101884284		0.549325369	-0.603764753
101884293	7107	0.00095792	-1.139508739
101884302		0.660345022	-0.179510149
101884317		0.965332693	0.053659463
101884336		0.037508691	1.377410035
101884346		0.928667998	0.029340062
101884364		0.094108657	-0.268849507
101884385		0.000403316	-1.309389779
101884405		1.0	0.37892936
101884416		0.361309344	1.13955157
101884443		0.84481221	0.320697423
101884459		0.725057163	-0.110286604
101884473		1.0	-0.009330303
101884494		0.633374772	0.303667837
101884509		0.917749683	0.169115236
101884520		0.948644467	0.048511795
101884530	147906	0.090201938	-0.317028587
101884560		0.224274155	0.399966669
101884570		1.0	-0.028633755
101884591		0.807790212	-0.311335184
101884613		0.715478981	-0.374208072
101884621		0.035555829	-0.68198118
101884640		0.004907719	1.075803178
101884647		0.76574169	0.285876098
101884653		0.114188553	-0.603370272
101884664		0.871449569	-0.044557435
101884674		0.96541067	0.028299073
101884680		0.704410696	0.15417328
101884710		0.727419353	0.562677866
101884717		0.520470517	-0.237150159
101884737	163782	0.007411684	0.636535084
101884747		0.018191609	-1.415035503
101884756		0.648993625	0.18288787
101884774		0.067933789	1.475504778
101884790		0.860466524	0.089951485
101884818		0.890798746	-0.119387323
101884833		0.469294001	0.602757211
101884852		0.394673773	-0.312992968
101884863		0.29551751	-0.515576139
101884894		0.744652565	0.130430545
101884919		0.099138521	0.516830106
101884927		0.478160331	0.387129218
101884937		0.429965032	0.29778874
101884960		0.479000646	-0.41516688
101884968		0.61561319	0.243265796
101884985		0.045602134	0.693373139
101885000		0.253982859	0.276251861
101885014		4.55e-05	-0.927921807
101885029		0.85532358	-0.122990248
101885045		0.003163041	0.647567741
101885074		0.261394124	0.35517087
101885083		0.079996068	0.541600124
101885096		0.564986839	0.580991985
101885127		1.0	-0.15360154
101885149		1.0	1.536611847
101885161		0.154754039	0.452274051
101885174		0.159577758	1.683762721
101885193		0.188273586	1.200325512
101885209		0.114913491	-0.801364702
101885225		0.234770005	0.718735932
101885244		0.251051945	-0.939373889
101885257		0.727332157	-0.090188038
101885278		0.155981747	-0.260416892
101885291		0.477902945	-0.757681604
101885322		0.188936886	0.77856596
101885347		0.445119348	-0.282200401
101885360	2696	0.338233666	0.495052436
101885382		0.17785517	0.953262604
101885404		0.752848355	-0.330049994
101885411		0.957999372	0.068784389
101885454		0.634897449	0.163254368
101885459		0.15593288	2.045869434
101885484		0.307235558	0.606171087
101885509		0.000686318	2.057822571
101885536		0.008319022	-0.570727956
101885552	7423	0.361846697	0.500886024
101885577		1.0	0.275107661
101885596	3055	0.859707033	-0.103542969
101885606		0.920278349	0.106353016
101885622		0.037040278	0.707383151
101885642		0.374334285	0.778100998
101885652		0.245146123	-0.391286148
101885660		1.0	3.336238579
101885678		0.00872021	-0.729797764
101885701		0.327595255	0.687332096
101885714		0.125292985	1.851763588
101885746		0.085387706	-0.21442761
101885759		0.676914683	-0.480390927
101885776		0.939470605	0.031532693
101885790		0.010898085	0.91238234
101885817	50801	0.278983436	1.267183443
101885829		0.582841855	0.357639971
